Lunar IPS (LIPS) Version 1.03
Apply IPS Patch Log

Offset    Size    RLE    IPS_File_Range       IPS_File_Size
12A1F3       1    No     00002604-00002609        6
12A20D       1    No     0000260A-0000260F        6
12A242       8    No     00002610-0000261C        D
12A24F       1    No     0000261D-00002622        6
12A252       1    No     00002623-00002628        6
12A254       6    No     00002629-00002633        B
12A25E       2    No     00002634-0000263A        7
12A265       3    No     0000263B-00002642        8
12A26A       4    No     00002643-0000264B        9
12A274       1    No     0000264C-00002651        6
12A276       1    No     00002652-00002657        6
12A278       6    No     00002658-00002662        B
12A280       1    No     00002663-00002668        6
12A282       1    No     00002669-0000266E        6
12A284       1    No     0000266F-00002674        6
12A286       9    No     00002675-00002682        E
12A290       5    No     00002683-0000268C        A
12A296       5    No     0000268D-00002696        A
12A29C       2    No     00002697-0000269D        7
12A2A8       7    No     0000269E-000026A9        C
12A2B9       2    No     000026AA-000026B0        7
12A2BC       1    No     000026B1-000026B6        6
12A338       4    No     000026B7-000026BF        9
12A350       4    No     000026C0-000026C8        9
12A35C       2    No     000026C9-000026CF        7
12A390       4    No     000026D0-000026D8        9
12A39A       2    No     000026D9-000026DF        7
12A3BC       2    No     000026E0-000026E6        7
12A45C       2    No     000026E7-000026ED        7
12A470       4    No     000026EE-000026F6        9
12A480       8    No     000026F7-00002703        D
12A48F       1    No     00002704-00002709        6
12A492       1    No     0000270A-0000270F        6
12A494       4    No     00002710-00002718        9
12A49E       2    No     00002719-0000271F        7
12A4B0       4    No     00002720-00002728        9
12A4BA       2    No     00002729-0000272F        7
12A4C2       8    No     00002730-0000273C        D
12A4D2       1    No     0000273D-00002742        6
12A4D4       6    No     00002743-0000274D        B
12A4FA       2    No     0000274E-00002754        7
12A512       2    No     00002755-0000275B        7
12A51A       2    No     0000275C-00002762        7
12A53C       2    No     00002763-00002769        7
12A590       4    No     0000276A-00002772        9
12A59A       2    No     00002773-00002779        7
12A5BC       2    No     0000277A-00002780        7
12A5CD       1    No     00002781-00002786        6
12A602       2    No     00002787-0000278D        7
12A605       2    No     0000278E-00002794        7
12A608       2    No     00002795-0000279B        7
12A60F       1    No     0000279C-000027A1        6
12A612       2    No     000027A2-000027A8        7
12A615       5    No     000027A9-000027B2        A
12A61E       2    No     000027B3-000027B9        7
12A62F       1    No     000027BA-000027BF        6
12A63E       2    No     000027C0-000027C6        7
12A650       4    No     000027C7-000027CF        9
12A65E       2    No     000027D0-000027D6        7
12A6C3       1    No     000027D7-000027DC        6
12A6DE       2    No     000027DD-000027E3        7
12A6E3       1    No     000027E4-000027E9        6
12A6E5       1    No     000027EA-000027EF        6
12A6FA       2    No     000027F0-000027F6        7
12A781       1    No     000027F7-000027FC        6
12A786       1    No     000027FD-00002802        6
12A788       1    No     00002803-00002808        6
12A796       4    No     00002809-00002811        9
12A7A1       1    No     00002812-00002817        6
12A7B7       5    No     00002818-00002821        A
12A7C1       1    No     00002822-00002827        6
12A7C4       1    No     00002828-0000282D        6
12A7C6       1    No     0000282E-00002833        6
12A7C8       1    No     00002834-00002839        6
12A7D4       1    No     0000283A-0000283F        6
12A7D6       4    No     00002840-00002848        9
12A7E1       1    No     00002849-0000284E        6
12A7F7       5    No     0000284F-00002858        A
12A80D       1    No     00002859-0000285E        6
12A842       5    No     0000285F-00002868        A
12A848       1    No     00002869-0000286E        6
12A84A       6    No     0000286F-00002879        B
12A852       1    No     0000287A-0000287F        6
12A854       C    No     00002880-00002890       11
12A86A       2    No     00002891-00002897        7
12A86D       1    No     00002898-0000289D        6
12A86F       1    No     0000289E-000028A3        6
12A87A       8    No     000028A4-000028B0        D
12A884       4    No     000028B1-000028B9        9
12A889       6    No     000028BA-000028C4        B
12A890       2    No     000028C5-000028CB        7
12A894       9    No     000028CC-000028D9        E
12A8A2       2    No     000028DA-000028E0        7
12A8AA       5    No     000028E1-000028EA        A
12A8B2       2    No     000028EB-000028F1        7
12A8BA       1    No     000028F2-000028F7        6
12A8BC       1    No     000028F8-000028FD        6
12A902       1    No     000028FE-00002903        6
12A904       1    No     00002904-00002909        6
12A906       5    No     0000290A-00002913        A
12A90C       1    No     00002914-00002919        6
12A90E       1    No     0000291A-0000291F        6
12A914       1    No     00002920-00002925        6
12A916       5    No     00002926-0000292F        A
12A91C       2    No     00002930-00002936        7
12A950       2    No     00002937-0000293D        7
12AA82       5    No     0000293E-00002947        A
12AA88       1    No     00002948-0000294D        6
12AA8A       4    No     0000294E-00002956        9
12AA92       1    No     00002957-0000295C        6
12AA94       4    No     0000295D-00002965        9
12AA99       3    No     00002966-0000296D        8
12AA9D       1    No     0000296E-00002973        6
12AAC2       5    No     00002974-0000297D        A
12AAC8       1    No     0000297E-00002983        6
12AAD2       1    No     00002984-00002989        6
12AAD4       5    No     0000298A-00002993        A
12AAE7       1    No     00002994-00002999        6
12AAF6       2    No     0000299A-000029A0        7
12ABCD       1    No     000029A1-000029A6        6
12AC02       2    No     000029A7-000029AD        7
12AC05       2    No     000029AE-000029B4        7
12AC08       1    No     000029B5-000029BA        6
12AC0A       6    No     000029BB-000029C5        B
12AC12       1    No     000029C6-000029CB        6
12AC14       8    No     000029CC-000029D8        D
12AC1D       3    No     000029D9-000029E0        8
12AC40       2    No     000029E1-000029E7        7
12AC44       2    No     000029E8-000029EE        7
12AC50       2    No     000029EF-000029F5        7
12AC54       2    No     000029F6-000029FC        7
12AC62       2    No     000029FD-00002A03        7
12AC72       2    No     00002A04-00002A0A        7
12ACD2       2    No     00002A0B-00002A11        7
12AD81       1    No     00002A12-00002A17        6
12AD84       1    No     00002A18-00002A1D        6
12AD86       1    No     00002A1E-00002A23        6
12AD88       1    No     00002A24-00002A29        6
12AD8A       2    No     00002A2A-00002A30        7
12AD94       1    No     00002A31-00002A36        6
12AD96       6    No     00002A37-00002A41        B
12ADC1       2    No     00002A42-00002A48        7
12ADC6       1    No     00002A49-00002A4E        6
12ADC8       1    No     00002A4F-00002A54        6
12ADCA       2    No     00002A55-00002A5B        7
12ADD2       1    No     00002A5C-00002A61        6
12ADD6       6    No     00002A62-00002A6C        B
12AE0D       1    No     00002A6D-00002A72        6
12AE42       5    No     00002A73-00002A7C        A
12AE48       7    No     00002A7D-00002A88        C
12AE52       1    No     00002A89-00002A8E        6
12AE54       5    No     00002A8F-00002A98        A
12AE5A       3    No     00002A99-00002AA0        8
12AE5F       1    No     00002AA1-00002AA6        6
12AE68       2    No     00002AA7-00002AAD        7
12AE78       2    No     00002AAE-00002AB4        7
12AE80       1    No     00002AB5-00002ABA        6
12AE86       1    No     00002ABB-00002AC0        6
12AE88       4    No     00002AC1-00002AC9        9
12AE8D       2    No     00002ACA-00002AD0        7
12AE91       1    No     00002AD1-00002AD6        6
12AE96       8    No     00002AD7-00002AE3        D
12AEA6       1    No     00002AE4-00002AE9        6
12AEA8       1    No     00002AEA-00002AEF        6
12AEAA       5    No     00002AF0-00002AF9        A
12AEB6       8    No     00002AFA-00002B06        D
12AECA       4    No     00002B07-00002B0F        9
12AECF       1    No     00002B10-00002B15        6
12AEDA       2    No     00002B16-00002B1C        7
12AEDD       1    No     00002B1D-00002B22        6
12AF02       3    No     00002B23-00002B2A        8
12AF06       5    No     00002B2B-00002B34        A
12AF12       1    No     00002B35-00002B3A        6
12AF14       1    No     00002B3B-00002B40        6
12AF16       3    No     00002B41-00002B48        8
12AF80       1    No     00002B49-00002B4E        6
12AF91       1    No     00002B4F-00002B54        6
12B082       D    No     00002B55-00002B66       12
12B092       1    No     00002B67-00002B6C        6
12B094       5    No     00002B6D-00002B76        A
12B09A       3    No     00002B77-00002B7E        8
12B09F       2    No     00002B7F-00002B85        7
12B0B1       1    No     00002B86-00002B8B        6
12B0C2       5    No     00002B8C-00002B95        A
12B0C8       2    No     00002B96-00002B9C        7
12B0D2       1    No     00002B9D-00002BA2        6
12B0D4       6    No     00002BA3-00002BAD        B
12B111       1    No     00002BAE-00002BB3        6
12B131       1    No     00002BB4-00002BB9        6
12B180       1    No     00002BBA-00002BBF        6
12B191       1    No     00002BC0-00002BC5        6
12B1B1       1    No     00002BC6-00002BCB        6
12B1CD       1    No     00002BCC-00002BD1        6
12B202       2    No     00002BD2-00002BD8        7
12B205       2    No     00002BD9-00002BDF        7
12B208       7    No     00002BE0-00002BEB        C
12B212       1    No     00002BEC-00002BF1        6
12B215       4    No     00002BF2-00002BFA        9
12B21A       1    No     00002BFB-00002C00        6
12B21C       1    No     00002C01-00002C06        6
12B21F       1    No     00002C07-00002C0C        6
12B240       2    No     00002C0D-00002C13        7
12B250       2    No     00002C14-00002C1A        7
12B271       1    No     00002C1B-00002C20        6
12B2C3       1    No     00002C21-00002C26        6
12B2C5       1    No     00002C27-00002C2C        6
12B2E3       1    No     00002C2D-00002C32        6
12B2E5       1    No     00002C33-00002C38        6
12B383       1    No     00002C39-00002C3E        6
12B38E       1    No     00002C3F-00002C44        6
12B39F       1    No     00002C45-00002C4A        6
12B3A3       1    No     00002C4B-00002C50        6
12B3AE       1    No     00002C51-00002C56        6
12B3BF       1    No     00002C57-00002C5C        6
12B3C3       1    No     00002C5D-00002C62        6
12B3CE       1    No     00002C63-00002C68        6
12B3DF       1    No     00002C69-00002C6E        6
12B3E3       1    No     00002C6F-00002C74        6
12B3EE       1    No     00002C75-00002C7A        6
12B3FF       1    No     00002C7B-00002C80        6
12B40B       1    No     00002C81-00002C86        6
12B40D       1    No     00002C87-00002C8C        6
12B41A       1    No     00002C8D-00002C92        6
12B41C       2    No     00002C93-00002C99        7
12B442       5    No     00002C9A-00002CA3        A
12B448       1    No     00002CA4-00002CA9        6
12B44A       6    No     00002CAA-00002CB4        B
12B452       1    No     00002CB5-00002CBA        6
12B454       A    No     00002CBB-00002CC9        F
12B45F       1    No     00002CCA-00002CCF        6
12B46A       4    No     00002CD0-00002CD8        9
12B47A       1    No     00002CD9-00002CDE        6
12B47C       1    No     00002CDF-00002CE4        6
12B481       2    No     00002CE5-00002CEB        7
12B484       1    No     00002CEC-00002CF1        6
12B486       1    No     00002CF2-00002CF7        6
12B488       1    No     00002CF8-00002CFD        6
12B48A       5    No     00002CFE-00002D07        A
12B491       1    No     00002D08-00002D0D        6
12B496       5    No     00002D0E-00002D17        A
12B49C       1    No     00002D18-00002D1D        6
12B4A4       1    No     00002D1E-00002D23        6
12B4A6       5    No     00002D24-00002D2D        A
12B4AC       3    No     00002D2E-00002D35        8
12B4B6       7    No     00002D36-00002D41        C
12B4CB       3    No     00002D42-00002D49        8
12B4CF       1    No     00002D4A-00002D4F        6
12B4DA       1    No     00002D50-00002D55        6
12B4DD       1    No     00002D56-00002D5B        6
12B502       3    No     00002D5C-00002D63        8
12B506       1    No     00002D64-00002D69        6
12B508       2    No     00002D6A-00002D70        7
12B512       1    No     00002D71-00002D76        6
12B514       1    No     00002D77-00002D7C        6
12B516       4    No     00002D7D-00002D85        9
12B52F       1    No     00002D86-00002D8B        6
12B540       2    No     00002D8C-00002D92        7
12B551       1    No     00002D93-00002D98        6
12B560       3    No     00002D99-00002DA0        8
12B571       1    No     00002DA1-00002DA6        6
12B581       2    No     00002DA7-00002DAD        7
12B591       1    No     00002DAE-00002DB3        6
12B682       5    No     00002DB4-00002DBD        A
12B688       1    No     00002DBE-00002DC3        6
12B68A       6    No     00002DC4-00002DCE        B
12B692       1    No     00002DCF-00002DD4        6
12B694       A    No     00002DD5-00002DE3        F
12B69F       4    No     00002DE4-00002DEC        9
12B6B0       4    No     00002DED-00002DF5        9
12B6C2       5    No     00002DF6-00002DFF        A
12B6D2       1    No     00002E00-00002E05        6
12B6D4       4    No     00002E06-00002E0E        9
12B720       2    No     00002E0F-00002E15        7
12B731       1    No     00002E16-00002E1B        6
12B76F       1    No     00002E1C-00002E21        6
12B77E       4    No     00002E22-00002E2A        9
12B791       1    No     00002E2B-00002E30        6
12B7A0       2    No     00002E31-00002E37        7
12B7B1       1    No     00002E38-00002E3D        6
12B7CB       1    No     00002E3E-00002E43        6
12B7CD       1    No     00002E44-00002E49        6
12B7DA       1    No     00002E4A-00002E4F        6
12B7DC       2    No     00002E50-00002E56        7
12B802       2    No     00002E57-00002E5D        7
12B805       2    No     00002E5E-00002E64        7
12B808       1    No     00002E65-00002E6A        6
12B80A       6    No     00002E6B-00002E75        B
12B812       1    No     00002E76-00002E7B        6
12B815       9    No     00002E7C-00002E89        E
12B81F       1    No     00002E8A-00002E8F        6
12B82C       4    No     00002E90-00002E98        9
12B83C       1    No     00002E99-00002E9E        6
12B83F       4    No     00002E9F-00002EA7        9
12B850       2    No     00002EA8-00002EAE        7
12B860       2    No     00002EAF-00002EB5        7
12B871       1    No     00002EB6-00002EBB        6
12B8C3       1    No     00002EBC-00002EC1        6
12B8C5       1    No     00002EC2-00002EC7        6
12B8E3       1    No     00002EC8-00002ECD        6
12B8E5       1    No     00002ECE-00002ED3        6
12B983       1    No     00002ED4-00002ED9        6
12B9A3       1    No     00002EDA-00002EDF        6
12B9C3       1    No     00002EE0-00002EE5        6
12B9E3       1    No     00002EE6-00002EEB        6
12BA0D       1    No     00002EEC-00002EF1        6
12BA42       7    No     00002EF2-00002EFD        C
12BA4A       2    No     00002EFE-00002F04        7
12BA52       1    No     00002F05-00002F0A        6
12BA54       4    No     00002F0B-00002F13        9
12BA59       1    No     00002F14-00002F19        6
12BA5B       1    No     00002F1A-00002F1F        6
12BA66       1    No     00002F20-00002F25        6
12BA75       1    No     00002F26-00002F2B        6
12BA82       1    No     00002F2C-00002F31        6
12BA84       1    No     00002F32-00002F37        6
12BA86       8    No     00002F38-00002F44        D
12BA92       8    No     00002F45-00002F51        D
12BA9B       1    No     00002F52-00002F57        6
12BA9D       1    No     00002F58-00002F5D        6
12BAA2       1    No     00002F5E-00002F63        6
12BAA4       1    No     00002F64-00002F69        6
12BAA6       3    No     00002F6A-00002F71        8
12BAAB       4    No     00002F72-00002F7A        9
12BAB2       6    No     00002F7B-00002F85        B
12BAB9       1    No     00002F86-00002F8B        6
12BABB       1    No     00002F8C-00002F91        6
12BABD       1    No     00002F92-00002F97        6
12BB04       1    No     00002F98-00002F9D        6
12BB06       1    No     00002F9E-00002FA3        6
12BB0A       1    No     00002FA4-00002FA9        6
12BB14       4    No     00002FAA-00002FB2        9
12BB1B       1    No     00002FB3-00002FB8        6
12BB82       1    No     00002FB9-00002FBE        6
12BB84       1    No     00002FBF-00002FC4        6
12BB86       2    No     00002FC5-00002FCB        7
12BB92       6    No     00002FCC-00002FD6        B
12BBA2       1    No     00002FD7-00002FDC        6
12BBA4       1    No     00002FDD-00002FE2        6
12BBA6       2    No     00002FE3-00002FE9        7
12BBB2       6    No     00002FEA-00002FF4        B
12BC82       7    No     00002FF5-00003000        C
12BC8A       2    No     00003001-00003007        7
12BC92       1    No     00003008-0000300D        6
12BC94       4    No     0000300E-00003016        9
12BC99       1    No     00003017-0000301C        6
12BC9B       1    No     0000301D-00003022        6
12BCA2       1    No     00003023-00003028        6
12BCA4       1    No     00003029-0000302E        6
12BCA6       2    No     0000302F-00003035        7
12BCB2       6    No     00003036-00003040        B
12BCC2       6    No     00003041-0000304B        B
12BCD2       1    No     0000304C-00003051        6
12BCD4       4    No     00003052-0000305A        9
12BCF5       1    No     0000305B-00003060        6
12BD04       1    No     00003061-00003066        6
12BD06       2    No     00003067-0000306D        7
12BD14       4    No     0000306E-00003076        9
12BD82       1    No     00003077-0000307C        6
12BD84       1    No     0000307D-00003082        6
12BD86       2    No     00003083-00003089        7
12BD92       6    No     0000308A-00003094        B
12BDA2       1    No     00003095-0000309A        6
12BDA4       1    No     0000309B-000030A0        6
12BDA6       2    No     000030A1-000030A7        7
12BDB2       6    No     000030A8-000030B2        B
12BDCD       1    No     000030B3-000030B8        6
12BE02       8    No     000030B9-000030C5        D
12BE12       1    No     000030C6-000030CB        6
12BE14       4    No     000030CC-000030D4        9
12BE19       1    No     000030D5-000030DA        6
12BE42       1    No     000030DB-000030E0        6
12BE44       1    No     000030E1-000030E6        6
12BE46       3    No     000030E7-000030EE        8
12BE52       6    No     000030EF-000030F9        B
12BE62       1    No     000030FA-000030FF        6
12BE64       1    No     00003100-00003105        6
12BE66       2    No     00003106-0000310C        7
12BE72       6    No     0000310D-00003117        B
12BEC3       1    No     00003118-0000311D        6
12BEC5       1    No     0000311E-00003123        6
12BEE3       1    No     00003124-00003129        6
12BEE5       1    No     0000312A-0000312F        6
12BF81       1    No     00003130-00003135        6
12BF84       4    No     00003136-0000313E        9
12BF94       1    No     0000313F-00003144        6
12BF96       2    No     00003145-0000314B        7
12BFC1       1    No     0000314C-00003151        6
12BFC4       4    No     00003152-0000315A        9
12BFD4       1    No     0000315B-00003160        6
12BFD6       2    No     00003161-00003167        7
12C60D       1    No     00003168-0000316D        6
12C618       2    No     0000316E-00003174        7
12C642       3    No     00003175-0000317C        8
12C652       1    No     0000317D-00003182        6
12C654       1    No     00003183-00003188        6
12C686       1    No     00003189-0000318E        6
12C688       4    No     0000318F-00003197        9
12C68D       2    No     00003198-0000319E        7
12C696       1    No     0000319F-000031A4        6
12C698       4    No     000031A5-000031AD        9
12C69D       1    No     000031AE-000031B3        6
12C6AA       1    No     000031B4-000031B9        6
12C6AC       3    No     000031BA-000031C1        8
12C6BA       1    No     000031C2-000031C7        6
12C6BC       2    No     000031C8-000031CE        7
12C882       3    No     000031CF-000031D6        8
12C886       1    No     000031D7-000031DC        6
12C888       1    No     000031DD-000031E2        6
12C892       1    No     000031E3-000031E8        6
12C894       6    No     000031E9-000031F3        B
12C8C2       3    No     000031F4-000031FB        8
12C8C6       1    No     000031FC-00003201        6
12C8C8       1    No     00003202-00003207        6
12C8D2       1    No     00003208-0000320D        6
12C8D4       6    No     0000320E-00003218        B
12C9CD       1    No     00003219-0000321E        6
12C9D8       2    No     0000321F-00003225        7
12CA02       2    No     00003226-0000322C        7
12CA05       1    No     0000322D-00003232        6
12CA12       1    No     00003233-00003238        6
12CA14       1    No     00003239-0000323E        6
12CA8F       1    No     0000323F-00003244        6
12CAC1       1    No     00003245-0000324A        6
12CB81       1    No     0000324B-00003250        6
12CB84       1    No     00003251-00003256        6
12CB94       1    No     00003257-0000325C        6
12CBC1       2    No     0000325D-00003263        7
12CBD2       1    No     00003264-00003269        6
12CC0D       1    No     0000326A-0000326F        6
12CC1B       1    No     00003270-00003275        6
12CC42       7    No     00003276-00003281        C
12CC52       1    No     00003282-00003287        6
12CC54       2    No     00003288-0000328E        7
12CC57       1    No     0000328F-00003294        6
12CC88       7    No     00003295-000032A0        C
12CC98       6    No     000032A1-000032AB        B
12CCAC       3    No     000032AC-000032B3        8
12CCBC       2    No     000032B4-000032BA        7
12CCCA       4    No     000032BB-000032C3        9
12CCCF       1    No     000032C4-000032C9        6
12CCDB       1    No     000032CA-000032CF        6
12CCDD       1    No     000032D0-000032D5        6
12CD02       4    No     000032D6-000032DE        9
12CD12       1    No     000032DF-000032E4        6
12CD14       1    No     000032E5-000032EA        6
12CE07       1    No     000032EB-000032F0        6
12CE0A       6    No     000032F1-000032FB        B
12CE13       1    No     000032FC-00003301        6
12CE1A       1    No     00003302-00003307        6
12CE1C       2    No     00003308-0000330E        7
12CE1F       1    No     0000330F-00003314        6
12CE40       3    No     00003315-0000331C        8
12CE51       1    No     0000331D-00003322        6
12CE80       1    No     00003323-00003328        6
12CE82       B    No     00003329-00003338       10
12CE8E       2    No     00003339-0000333F        7
12CE92       1    No     00003340-00003345        6
12CE94       6    No     00003346-00003350        B
12CE9B       2    No     00003351-00003357        7
12CE9E       1    No     00003358-0000335D        6
12CEA0       2    No     0000335E-00003364        7
12CEB1       1    No     00003365-0000336A        6
12CEC0       1    No     0000336B-00003370        6
12CEC2       7    No     00003371-0000337C        C
12CED2       1    No     0000337D-00003382        6
12CED4       2    No     00003383-00003389        7
12CED7       1    No     0000338A-0000338F        6
12CFCD       1    No     00003390-00003395        6
12CFDB       1    No     00003396-0000339B        6
12D002       2    No     0000339C-000033A2        7
12D006       3    No     000033A3-000033AA        8
12D012       1    No     000033AB-000033B0        6
12D017       1    No     000033B1-000033B6        6
12D0AF       1    No     000033B7-000033BC        6
12D0E1       1    No     000033BD-000033C2        6
12D183       1    No     000033C3-000033C8        6
12D1A3       1    No     000033C9-000033CE        6
12D1C3       1    No     000033CF-000033D4        6
12D1E3       1    No     000033D5-000033DA        6
12D20C       2    No     000033DB-000033E1        7
12D218       2    No     000033E2-000033E8        7
12D21E       1    No     000033E9-000033EE        6
12D242       7    No     000033EF-000033FA        C
12D252       8    No     000033FB-00003407        D
12D262       2    No     00003408-0000340E        7
12D265       1    No     0000340F-00003414        6
12D272       4    No     00003415-0000341D        9
12D282       1    No     0000341E-00003423        6
12D284       8    No     00003424-00003430        D
12D28D       1    No     00003431-00003436        6
12D293       2    No     00003437-0000343D        7
12D296       6    No     0000343E-00003448        B
12D29D       1    No     00003449-0000344E        6
12D2CC       2    No     0000344F-00003455        7
12D2CF       1    No     00003456-0000345B        6
12D2DD       1    No     0000345C-00003461        6
12D302       4    No     00003462-0000346A        9
12D307       2    No     0000346B-00003471        7
12D312       3    No     00003472-00003479        8
12D316       2    No     0000347A-00003480        7
12D482       5    No     00003481-0000348A        A
12D488       1    No     0000348B-00003490        6
12D492       8    No     00003491-0000349D        D
12D4A0       1    No     0000349E-000034A3        6
12D4C2       6    No     000034A4-000034AE        B
12D4D2       6    No     000034AF-000034B9        B
12D4E6       3    No     000034BA-000034C1        8
12D4EB       1    No     000034C2-000034C7        6
12D4F2       2    No     000034C8-000034CE        7
12D4F6       2    No     000034CF-000034D5        7
12D4FA       2    No     000034D6-000034DC        7
12D5CC       2    No     000034DD-000034E3        7
12D5D8       2    No     000034E4-000034EA        7
12D603       4    No     000034EB-000034F3        9
12D608       1    No     000034F4-000034F9        6
12D613       7    No     000034FA-00003505        C
12D632       2    No     00003506-0000350C        7
12D6E2       1    No     0000350D-00003512        6
12D6F2       1    No     00003513-00003518        6
12D74C       2    No     00003519-0000351F        7
12D75C       2    No     00003520-00003526        7
12D782       8    No     00003527-00003533        D
12D792       8    No     00003534-00003540        D
12D7A2       2    No     00003541-00003547        7
12D7A5       1    No     00003548-0000354D        6
12D7A7       3    No     0000354E-00003555        8
12D7B2       6    No     00003556-00003560        B
12D7C2       8    No     00003561-0000356D        D
12D7D3       7    No     0000356E-00003579        C
12D7E2       2    No     0000357A-00003580        7
12D7E5       1    No     00003581-00003586        6
12D7E7       3    No     00003587-0000358E        8
12D7F2       6    No     0000358F-00003599        B
12D80D       1    No     0000359A-0000359F        6
12D81E       2    No     000035A0-000035A6        7
12D842       3    No     000035A7-000035AE        8
12D846       2    No     000035AF-000035B5        7
12D852       1    No     000035B6-000035BB        6
12D854       1    No     000035BC-000035C1        6
12D857       1    No     000035C2-000035C7        6
12D884       1    No     000035C8-000035CD        6
12D887       8    No     000035CE-000035DA        D
12D894       A    No     000035DB-000035E9        F
12D8A5       4    No     000035EA-000035F2        9
12D8AA       5    No     000035F3-000035FC        A
12D8B4       4    No     000035FD-00003605        9
12D8BA       4    No     00003606-0000360E        9
12D8CD       1    No     0000360F-00003614        6
12D8CF       1    No     00003615-0000361A        6
12D8DE       2    No     0000361B-00003621        7
12D902       3    No     00003622-00003629        8
12D906       2    No     0000362A-00003630        7
12D912       1    No     00003631-00003636        6
12D914       1    No     00003637-0000363C        6
12D917       1    No     0000363D-00003642        6
12DA82       7    No     00003643-0000364E        C
12DA92       1    No     0000364F-00003654        6
12DA94       1    No     00003655-0000365A        6
12DA96       1    No     0000365B-00003660        6
12DAC2       4    No     00003661-00003669        9
12DAC7       1    No     0000366A-0000366F        6
12DAD2       1    No     00003670-00003675        6
12DAD4       1    No     00003676-0000367B        6
12DAD6       1    No     0000367C-00003681        6
12DBCD       1    No     00003682-00003687        6
12DBDE       2    No     00003688-0000368E        7
12DC02       3    No     0000368F-00003696        8
12DC06       1    No     00003697-0000369C        6
12DC12       1    No     0000369D-000036A2        6
12DCC3       1    No     000036A3-000036A8        6
12DCE3       1    No     000036A9-000036AE        6
12DCE5       1    No     000036AF-000036B4        6
12DD81       1    No     000036B5-000036BA        6
12DD84       1    No     000036BB-000036C0        6
12DD94       1    No     000036C1-000036C6        6
12DDC1       2    No     000036C7-000036CD        7
12DDD2       1    No     000036CE-000036D3        6
12DE0D       1    No     000036D4-000036D9        6
12DE18       2    No     000036DA-000036E0        7
12DE42       8    No     000036E1-000036ED        D
12DE52       1    No     000036EE-000036F3        6
12DE54       6    No     000036F4-000036FE        B
12DE66       1    No     000036FF-00003704        6
12DE86       1    No     00003705-0000370A        6
12DE88       7    No     0000370B-00003716        C
12DE96       8    No     00003717-00003723        D
12DEA6       1    No     00003724-00003729        6
12DEA8       7    No     0000372A-00003735        C
12DEB6       8    No     00003736-00003742        D
12DF04       1    No     00003743-00003748        6
12DF06       1    No     00003749-0000374E        6
12DF14       2    No     0000374F-00003755        7
12DF17       1    No     00003756-0000375B        6
12E082       8    No     0000375C-00003768        D
12E092       1    No     00003769-0000376E        6
12E094       6    No     0000376F-00003779        B
12E0C2       6    No     0000377A-00003784        B
12E0D2       1    No     00003785-0000378A        6
12E0D4       4    No     0000378B-00003793        9
12E1CD       1    No     00003794-00003799        6
12E1D8       2    No     0000379A-000037A0        7
12E202       8    No     000037A1-000037AD        D
12E212       1    No     000037AE-000037B3        6
12E215       5    No     000037B4-000037BD        A
12E2E3       1    No     000037BE-000037C3        6
12E2E5       1    No     000037C4-000037C9        6
12E381       1    No     000037CA-000037CF        6
12E384       4    No     000037D0-000037D8        9
12E394       4    No     000037D9-000037E1        9
12E3C1       2    No     000037E2-000037E8        7
12E3C5       3    No     000037E9-000037F0        8
12E3D2       1    No     000037F1-000037F6        6
12E3D4       4    No     000037F7-000037FF        9
12E40B       1    No     00003800-00003805        6
12E40D       1    No     00003806-0000380B        6
12E41A       2    No     0000380C-00003812        7
12E442       4    No     00003813-0000381B        9
12E448       3    No     0000381C-00003823        8
12E452       1    No     00003824-00003829        6
12E455       2    No     0000382A-00003830        7
12E458       1    No     00003831-00003836        6
12E4CB       3    No     00003837-0000383E        8
12E4CF       1    No     0000383F-00003844        6
12E4DA       1    No     00003845-0000384A        6
12E4DC       1    No     0000384B-00003850        6
12E502       5    No     00003851-0000385A        A
12E512       1    No     0000385B-00003860        6
12E515       1    No     00003861-00003866        6
12E606       2    No     00003867-0000386D        7
12E60A       4    No     0000386E-00003876        9
12E61A       1    No     00003877-0000387C        6
12E61D       2    No     0000387D-00003883        7
12E640       2    No     00003884-0000388A        7
12E650       1    No     0000388B-00003890        6
12E682       8    No     00003891-0000389D        D
12E692       1    No     0000389E-000038A3        6
12E695       4    No     000038A4-000038AC        9
12E6C2       5    No     000038AD-000038B6        A
12E6C8       1    No     000038B7-000038BC        6
12E6D2       1    No     000038BD-000038C2        6
12E6D5       5    No     000038C3-000038CC        A
12E7CB       1    No     000038CD-000038D2        6
12E7CD       1    No     000038D3-000038D8        6
12E7DA       2    No     000038D9-000038DF        7
12E802       4    No     000038E0-000038E8        9
12E808       2    No     000038E9-000038EF        7
12E812       1    No     000038F0-000038F5        6
12E814       3    No     000038F6-000038FD        8
12E818       1    No     000038FE-00003903        6
12E8E5       1    No     00003904-00003909        6
12E8E7       1    No     0000390A-0000390F        6
12E981       1    No     00003910-00003915        6
12E984       1    No     00003916-0000391B        6
12E994       1    No     0000391C-00003921        6
12E9C1       2    No     00003922-00003928        7
12E9D2       1    No     00003929-0000392E        6
12EA82       D    No     0000392F-00003940       12
12EA93       B    No     00003941-00003950       10
12EAA4       B    No     00003951-00003960       10
12EAB4       4    No     00003961-00003969        9
12EAB9       2    No     0000396A-00003970        7
12EABC       2    No     00003971-00003977        7
12EEE3       1    No     00003978-0000397D        6
12EEE5       1    No     0000397E-00003983        6
12EF83       1    No     00003984-00003989        6
